Latitude,Longitude,Depth,Month,Year,Day,Reference,Method,Species,cells L-1
36.0348,-6.6421,10.0,5,2013,2.0,DAmario2017,SEM,Syracosphaera arethusae HOL,1861.0
35.9483,-5.5619,5.0,5,2013,3.0,DAmario2017,SEM,Syracosphaera arethusae HOL,1390.0
35.1149,18.2955,5.0,5,2013,13.0,DAmario2017,SEM,Syracosphaera arethusae HOL,431.0
35.1149,18.2955,75.0,5,2013,13.0,DAmario2017,SEM,Syracosphaera arethusae HOL,911.0
35.1149,18.2955,110.0,5,2013,13.0,DAmario2017,SEM,Syracosphaera arethusae HOL,518.0
33.5024,28.0008,25.0,5,2013,15.0,DAmario2017,SEM,Syracosphaera arethusae HOL,330.0
37.4902,25.0052,90.0,4,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,94.0
37.4667,24.5773,0.0,4,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,165.0
37.5902,25.0052,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,110.0
37.5902,25.0052,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,495.0
37.5902,25.0052,45.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,711.0
37.488,25.0003,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,72.0
37.488,25.0003,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,96.0
37.4877,24.5997,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,283.0
37.4877,24.5997,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,347.0
37.4877,24.5997,45.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,66.0
37.4877,24.5997,90.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,83.0
37.4847,24.5968,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,385.0
37.4847,24.5968,45.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,110.0
37.4793,24.5933,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,165.0
37.4793,24.5933,45.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,73.0
37.474,24.5875,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,96.0
37.474,24.5875,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,661.0
37.474,24.5875,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.4667,24.5773,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,96.0
37.4667,24.5773,25.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,94.0
37.4657,24.5738,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,193.0
37.5112,24.5728,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,154.0
37.5112,24.5728,80.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,257.0
37.5088,24.5698,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,83.0
37.5088,24.5698,30.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,96.0
37.5073,24.5676,15.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,32.0
37.507,24.5654,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,154.0
37.5075,24.564,0.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,110.0
37.5075,24.564,10.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,110.0
37.5043,24.5684,5.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,154.0
37.5043,24.5684,10.0,8,2001,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,264.0
37.4902,25.0052,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,193.0
37.4902,25.0052,15.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,257.0
37.4902,25.0052,90.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.4877,24.5997,0.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.4877,24.5997,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.4793,24.5933,15.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,66.0
37.4793,24.5933,45.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.4667,24.5773,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.4667,24.5773,25.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.4657,24.5738,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.5112,24.5728,0.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,77.0
37.5112,24.5728,15.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,189.0
37.5112,24.5728,45.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,666.0
37.5112,24.5728,80.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,257.0
37.5005,24.5605,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,77.0
37.5005,24.5605,45.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,72.0
37.5088,24.5698,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,96.0
37.5088,24.5698,15.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,99.0
37.5088,24.5698,30.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,385.0
37.5073,24.5676,20.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,102.0
37.507,24.5654,0.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,77.0
37.507,24.5654,5.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,116.0
37.507,24.5654,20.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,248.0
37.5087,24.5645,0.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,144.0
37.5047,24.5645,0.0,8,2002,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,550.0
37.5118,24.5742,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.5118,24.5742,15.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,257.0
37.5118,24.5742,60.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.5073,24.5676,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.5073,24.5676,20.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.507,24.5654,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.507,24.5654,10.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,128.0
37.5075,24.564,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,154.0
37.505,24.5635,10.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,308.0
37.5047,24.5642,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.5044,24.5629,5.0,9,2004,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.5133,24.5742,45.0,11,2003,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
37.507,24.5654,10.0,11,2003,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,321.0
37.5047,24.5642,5.0,11,2003,1.0,Dimiza2008,SEM,Syracosphaera arethusae HOL,64.0
29.469,34.929,40.0,5,2017,28.0,Keuter2023,SEM,Syracosphaera arethusae HOL,83.292484
29.468,34.93,10.0,7,2017,11.0,Keuter2023,SEM,Syracosphaera arethusae HOL,171.394879
29.468,34.93,20.0,7,2017,11.0,Keuter2023,SEM,Syracosphaera arethusae HOL,64.772209
29.486,34.929,30.0,7,2017,20.0,Keuter2023,SEM,Syracosphaera arethusae HOL,297.613221
29.475,34.929,30.0,8,2017,17.0,Keuter2023,SEM,Syracosphaera arethusae HOL,50.067584
29.475,34.929,40.0,8,2017,17.0,Keuter2023,SEM,Syracosphaera arethusae HOL,54.901117
29.469,34.93,30.0,10,2017,18.0,Keuter2023,SEM,Syracosphaera arethusae HOL,43.065479
-31.1017,11.715,25.0,2,1993,7.0,Cepek1996,SEM,Syracosphaera arethusae HOL,2300.0
-35.61,8.2633,40.0,2,1993,9.0,Cepek1996,SEM,Syracosphaera arethusae HOL,300.0
34.38,32.82,3.0,9,2018,4.0,Keuter2022,SEM,Syracosphaera arethusae HOL,50.0
34.38,32.82,10.0,9,2018,4.0,Keuter2022,SEM,Syracosphaera arethusae HOL,140.0
34.38,32.82,25.0,9,2018,4.0,Keuter2022,SEM,Syracosphaera arethusae HOL,130.0
34.38,32.82,50.0,9,2018,7.0,Keuter2022,SEM,Syracosphaera arethusae HOL,180.0
34.38,32.82,50.0,8,2018,10.0,Keuter2022,SEM,Syracosphaera arethusae HOL,230.0
34.95,33.04,3.0,1,2019,22.0,Keuter2022,SEM,Syracosphaera arethusae HOL,80.0
23.0,158.21,0.0,11,1969,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,42.0
25.0,255.4,0.0,11,1969,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,9.0
23.0,158.21,0.0,11,1969,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,42.0
25.0,255.4,0.0,11,1969,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,9.0
23.0,158.21,0.0,11,1968,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,42.0
25.0,155.4,0.0,11,1968,6.0,Okada1973,SEM,Syracosphaera arethusae HOL,9.0
40.327,25.3503,75.0,5,2011,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,60.0
37.5902,25.0052,5.0,8,2001,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,110.0
37.5902,25.0052,15.0,8,2001,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,500.0
37.5902,25.0052,45.0,8,2001,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,710.0
37.5118,24.5742,5.0,9,2004,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,130.0
37.5118,24.5742,15.0,9,2004,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,260.0
37.5118,24.5742,60.0,9,2004,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,60.0
35.265,23.2466,5.0,2,2012,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,130.0
35.265,23.2466,30.0,2,2012,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,60.0
35.3713,27.4208,150.0,1,2007,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,150.0
35.486,25.066,3.0,5,2013,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,100.0
35.486,25.066,10.0,5,2013,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,290.0
35.486,25.066,50.0,5,2013,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,190.0
35.486,25.066,75.0,5,2013,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,100.0
35.486,25.066,100.0,5,2013,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,190.0
38.0932,24.03,5.0,4,2006,1.0,Dimiza2015,SEM,Syracosphaera arethusae HOL,60.0
43.6051,15.8752,60.0,2,2013,26.0,Supraha2016,SEM,Syracosphaera arethusae HOL,201.0
43.6768,15.8742,10.0,2,2013,26.0,Supraha2016,SEM,Syracosphaera arethusae HOL,493.0
43.6768,15.8742,30.0,2,2013,26.0,Supraha2016,SEM,Syracosphaera arethusae HOL,164.0
43.5088,15.9003,0.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2866.0
43.5088,15.9003,40.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2205.0
43.5088,15.9003,60.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,804.0
43.6051,15.8752,0.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,220.0
43.6051,15.8752,15.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2960.0
43.6051,15.8752,25.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2009.0
43.6051,15.8752,40.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,1316.0
43.6051,15.8752,48.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2425.0
43.6051,15.8752,60.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,220.0
43.6768,15.8742,0.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,241.0
43.6768,15.8742,10.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2657.0
43.6768,15.8742,30.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,3125.0
43.6768,15.8742,40.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2411.0
43.7129,15.8503,0.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,2642.0
43.7129,15.8503,5.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,5162.0
43.7129,15.8503,10.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,4403.0
43.7129,15.8503,30.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,6551.0
43.7392,15.8805,0.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,4732.0
43.7392,15.8805,1.5,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,5678.0
43.7392,15.8805,3.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,17583.0
43.7392,15.8805,5.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,21720.0
43.7392,15.8805,20.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,3801.0
43.7392,15.8805,30.0,7,2013,8.0,Supraha2016,SEM,Syracosphaera arethusae HOL,1129.0
43.7898,15.8633,0.0,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,551.0
43.7898,15.8633,2.5,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,21497.0
43.7898,15.8633,3.0,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,32522.0
43.7898,15.8633,3.5,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,35278.0
43.7898,15.8633,5.0,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,22600.0
43.7898,15.8633,15.0,7,2013,9.0,Supraha2016,SEM,Syracosphaera arethusae HOL,1654.0
37.6667,25.5998,5.5,4,2011,6.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,574.0
35.6498,26.2167,27.0,4,2011,7.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,2426.0
35.6498,26.2167,7.0,4,2011,7.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,3063.0
34.0665,32.9998,50.7,4,2011,8.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,2300.0
34.0665,32.9998,25.4,4,2011,8.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,629.0
34.0665,32.9998,5.3,4,2012,8.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1343.0
33.9998,34.4202,6.1,4,2011,9.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,520.0
33.7,31.0,51.3,4,2011,10.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1607.0
33.7,31.0,25.5,4,2011,10.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1261.0
33.7,31.0,6.1,4,2011,10.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1125.0
33.7,31.0,0.0,4,2011,10.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,3112.0
33.58,28.77,24.6,4,2011,11.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,581.0
34.399,26.0185,27.3,4,2011,11.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,3393.0
34.399,26.0185,7.2,4,2011,11.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,2600.0
34.4998,24.3328,5.4,4,2011,12.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1454.0
35.0665,20.3502,52.2,4,2011,13.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,576.0
35.0665,20.3502,27.3,4,2011,13.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1263.0
35.0665,20.3502,7.3,4,2011,13.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,903.0
35.6003,17.2498,26.3,4,2011,14.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,332.0
36.5002,19.0,51.8,4,2011,15.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,3049.0
36.5002,19.0,27.1,4,2011,15.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1638.0
36.5002,19.0,7.1,4,2011,15.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,2555.0
38.5002,18.9993,51.0,4,2011,15.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,836.0
38.5002,18.9993,0.0,4,2011,15.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1149.0
39.4998,18.8002,100.1,4,2011,16.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1778.0
39.4998,18.8002,50.5,4,2011,16.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,4425.0
39.4998,18.8002,25.2,4,2011,16.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,2066.0
41.2498,17.9997,5.9,4,2011,16.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,363.0
38.6002,11.4998,26.4,4,2011,19.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1692.0
38.6002,11.4998,5.9,4,2011,19.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,550.0
40.3,11.2998,6.1,4,2011,20.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,689.0
38.75,10.6102,6.4,4,2011,20.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1095.0
38.2497,9.3997,6.4,4,2011,20.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1136.0
38.6503,5.5998,27.3,4,2011,21.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,678.0
38.6503,5.5998,7.7,4,2011,21.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,395.0
38.6503,5.5998,0.0,4,2011,21.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1027.0
37.9,2.0,101.0,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,211.0
37.9,2.0,25.2,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,415.0
37.9,2.0,5.7,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,250.0
37.9,2.0,0.0,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,731.0
37.0503,-0.0003,101.5,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,291.0
37.0503,-0.0003,25.6,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,587.0
37.0503,-0.0003,0.0,4,2011,23.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,748.0
36.4998,-1.4003,26.1,4,2011,24.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,820.0
36.4998,-1.4003,6.6,4,2011,24.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,1928.0
36.1007,-4.3995,4.7,4,2011,24.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,625.0
36.0007,-5.3627,49.7,4,2011,25.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,492.0
36.0007,-5.3627,24.8,4,2011,25.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,871.0
36.0007,-5.3627,5.2,4,2011,25.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,9142.0
36.0007,-5.3627,0.0,4,2011,25.0,Oviedo2015,SEM,Syracosphaera arethusae HOL,22986.0
-21.6,-25.0,22.0,5,2003,24.0,Poulton2017,SEM,Syracosphaera arethusae HOL,356.0
-21.6,-25.0,60.0,5,2003,24.0,Poulton2017,SEM,Syracosphaera arethusae HOL,205.0
-6.5,-25.0,10.0,5,2003,28.0,Poulton2017,SEM,Syracosphaera arethusae HOL,1059.0
8.5,-30.1,7.0,6,2003,1.0,Poulton2017,SEM,Syracosphaera arethusae HOL,392.0
8.5,-30.1,15.0,6,2003,1.0,Poulton2017,SEM,Syracosphaera arethusae HOL,340.0
8.5,-30.1,27.0,6,2003,1.0,Poulton2017,SEM,Syracosphaera arethusae HOL,58.0
12.2,-32.3,8.0,6,2003,2.0,Poulton2017,SEM,Syracosphaera arethusae HOL,394.0
12.2,-32.3,27.0,6,2003,2.0,Poulton2017,SEM,Syracosphaera arethusae HOL,77.0
14.4,-33.6,12.0,6,2003,3.0,Poulton2017,SEM,Syracosphaera arethusae HOL,244.0
18.0,-35.8,12.0,6,2003,4.0,Poulton2017,SEM,Syracosphaera arethusae HOL,65.0
18.0,-35.8,42.0,6,2003,4.0,Poulton2017,SEM,Syracosphaera arethusae HOL,89.0
18.0,-35.8,100.0,6,2003,4.0,Poulton2017,SEM,Syracosphaera arethusae HOL,85.0
21.4,-35.8,115.0,6,2003,5.0,Poulton2017,SEM,Syracosphaera arethusae HOL,43.0
24.3,-32.6,19.0,6,2003,6.0,Poulton2017,SEM,Syracosphaera arethusae HOL,483.0
24.3,-32.6,61.0,6,2003,6.0,Poulton2017,SEM,Syracosphaera arethusae HOL,109.0
26.5,-30.2,21.0,6,2003,7.0,Poulton2017,SEM,Syracosphaera arethusae HOL,181.0
29.4,-26.8,58.0,6,2003,8.0,Poulton2017,SEM,Syracosphaera arethusae HOL,993.0
47.1,-13.9,6.0,6,2003,13.0,Poulton2017,SEM,Syracosphaera arethusae HOL,221.0
47.1,-13.9,16.0,6,2003,13.0,Poulton2017,SEM,Syracosphaera arethusae HOL,3593.0
47.1,-13.9,37.0,6,2003,13.0,Poulton2017,SEM,Syracosphaera arethusae HOL,749.0
-33.0,-31.0,15.0,5,2004,5.0,Poulton2017,SEM,Syracosphaera arethusae HOL,101.0
-33.0,-31.0,45.0,5,2004,5.0,Poulton2017,SEM,Syracosphaera arethusae HOL,76.0
-15.2,-25.0,59.0,5,2004,10.0,Poulton2017,SEM,Syracosphaera arethusae HOL,330.0
-12.3,-25.0,30.0,5,2004,11.0,Poulton2017,SEM,Syracosphaera arethusae HOL,190.0
-12.3,-25.0,55.0,5,2004,11.0,Poulton2017,SEM,Syracosphaera arethusae HOL,171.0
7.3,-27.8,8.0,5,2004,16.0,Poulton2017,SEM,Syracosphaera arethusae HOL,123.0
7.3,-27.8,15.0,5,2004,16.0,Poulton2017,SEM,Syracosphaera arethusae HOL,227.0
7.3,-27.8,26.0,5,2004,16.0,Poulton2017,SEM,Syracosphaera arethusae HOL,216.0
14.8,-30.7,44.0,5,2004,18.0,Poulton2017,SEM,Syracosphaera arethusae HOL,196.0
22.3,-33.7,15.0,5,2004,20.0,Poulton2017,SEM,Syracosphaera arethusae HOL,96.0
22.3,-33.7,28.0,5,2004,20.0,Poulton2017,SEM,Syracosphaera arethusae HOL,84.0
29.3,-36.7,32.0,5,2004,22.0,Poulton2017,SEM,Syracosphaera arethusae HOL,153.0
29.3,-36.7,32.0,5,2004,22.0,Poulton2017,SEM,Syracosphaera arethusae HOL,137.0
29.3,-36.7,32.0,5,2004,22.0,Poulton2017,SEM,Syracosphaera arethusae HOL,139.0
29.3,-36.7,56.0,5,2004,22.0,Poulton2017,SEM,Syracosphaera arethusae HOL,501.0
29.3,-36.7,196.0,5,2004,22.0,Poulton2017,SEM,Syracosphaera arethusae HOL,66.0
-14.2,-25.0,21.0,10,2004,14.0,Poulton2017,SEM,Syracosphaera arethusae HOL,90.0
-17.9,-25.0,27.0,10,2004,15.0,Poulton2017,SEM,Syracosphaera arethusae HOL,190.0
35.9,-29.1,12.0,10,2005,28.0,Poulton2017,SEM,Syracosphaera arethusae HOL,220.0
-2.9,-25.0,10.0,11,2005,11.0,Poulton2017,SEM,Syracosphaera arethusae HOL,120.0
-11.0,-25.0,18.0,11,2005,13.0,Poulton2017,SEM,Syracosphaera arethusae HOL,410.0
-21.1,-22.4,18.0,11,2005,16.0,Poulton2017,SEM,Syracosphaera arethusae HOL,320.0
-21.1,-22.4,33.0,11,2005,16.0,Poulton2017,SEM,Syracosphaera arethusae HOL,650.0
-28.9,-4.7,17.0,11,2005,21.0,Poulton2017,SEM,Syracosphaera arethusae HOL,130.0
-32.5,4.2,8.0,11,2005,23.0,Poulton2017,SEM,Syracosphaera arethusae HOL,410.0
-12.93,-15.69,200.0,4,1998,9.0,Boeckel2008,SEM,Syracosphaera aurisinae HET,108.0
-35.71,-22.73,10.0,3,2000,2.0,Boeckel2008,SEM,Syracosphaera aurisinae HET,624.0
-35.71,-22.73,20.0,3,2000,2.0,Boeckel2008,SEM,Syracosphaera aurisinae HET,285.0
-35.71,-22.73,50.0,3,2000,2.0,Boeckel2008,SEM,Syracosphaera aurisinae HET,588.0
-38.43,-21.53,20.0,2,2000,28.0,Boeckel2008,SEM,Syracosphaera aurisinae HET,847.0
38.179,13.412,75.0,7,2009,15.0,Bonomo2017,SEM,Syracosphaera aurisinae HET,32.0
38.165,12.41,100.0,7,2009,15.0,Bonomo2017,SEM,Syracosphaera aurisinae HET,64.0
42.8855,16.087,90.259,4,2016,6.0,Acri2019,LM,Syracosphaera aurisinae HET,144.985389164621
43.0685,15.0675,75.383,4,2016,5.0,Acri2019,LM,Syracosphaera aurisinae HET,168.286612423221
-38.8063,-74.5718,160.0,4,2002,1.0,Andruleit2013,SEM,Syracosphaera aurisinae HET,93.0
-39.8333,-74.9247,2.0,1,2002,18.0,Andruleit2013,SEM,Syracosphaera aurisinae HET,55.0
34.5,-73.05,100.0,8,1965,17.0,marshall1968,LM,Syracosphaera aurisinae HET,120.0
34.5,-73.05,150.0,8,1965,17.0,marshall1968,LM,Syracosphaera aurisinae HET,720.0
-40.3,13.32,0.0,3,1995,1.0,Eynaud1999,SEM,Syracosphaera aurisinae HET,200.0
-41.0,13.11,0.0,3,1995,1.0,Eynaud1999,SEM,Syracosphaera aurisinae HET,1000.0
-41.3,12.51,0.0,3,1995,1.0,Eynaud1999,SEM,Syracosphaera aurisinae HET,900.0
-42.3,12.0,0.0,3,1995,1.0,Eynaud1999,SEM,Syracosphaera aurisinae HET,600.0
19.569,65.495,20.0,5,1997,16.0,Schiebel2004,SEM,Syracosphaera aurisinae HET,880.0
19.569,65.495,100.0,5,1997,16.0,Schiebel2004,SEM,Syracosphaera aurisinae HET,260.0
16.121,60.185,20.0,5,1997,24.0,Schiebel2004,SEM,Syracosphaera aurisinae HET,260.0
16.121,60.185,60.0,5,1997,24.0,Schiebel2004,SEM,Syracosphaera aurisinae HET,660.0
